model name:                  Simple Shear
No. of elements:                       24
No. of Degrees of freedom:             63

=========================================================================================================================

Sum of permanent loads
x-direction:        0.00e+00
y-direction:        0.00e+00
z-direction:        0.00e+00

Sum of variable loads
x-direction:       -1.42e-14
y-direction:        0.00e+00
z-direction:        0.00e+00

=========================================================================================================================

     lbd_p    disp_p     lbd_v    disp_v     p/fcd    eps_cc   ip_cc        cw     eps_s   ip_cc
  0.00e+00  7.85e-02  5.07e+00  9.66e-02 -5.93e-06  0.00e+00       0  5.78e-07  4.53e-03      45
  0.00e+00  8.12e-02  5.12e+00  9.98e-02 -6.99e-06  0.00e+00       0  2.45e-06  4.85e-03      45
  0.00e+00  8.26e-02  5.15e+00  1.01e-01 -1.36e-05  0.00e+00       0  1.50e-15  5.01e-03      45
  0.00e+00  8.34e-02  5.15e+00  1.02e-01  8.59e-06  1.26e-05      80  9.10e-05  5.09e-03      45
  0.00e+00  8.38e-02  5.13e+00  1.03e-01  1.06e-05  3.21e-05      80  1.32e-04  5.13e-03      45
  0.00e+00  8.42e-02  5.12e+00  1.03e-01  9.46e-06  4.84e-05      80  2.39e-04  5.16e-03      45
  0.00e+00  8.47e-02  5.11e+00  1.03e-01  7.08e-06  6.80e-05      80  3.25e-04  5.20e-03      45
  0.00e+00  8.53e-02  5.10e+00  1.04e-01  4.59e-06  9.14e-05      80  1.82e-04  5.24e-03      45
  0.00e+00  8.60e-02  5.08e+00  1.04e-01  1.39e-06  1.19e-04      80  1.30e-04  5.30e-03      45
  0.00e+00  8.68e-02  5.06e+00  1.05e-01 -9.03e-07  1.53e-04      80  1.62e-04  5.36e-03      45
  0.00e+00  8.77e-02  5.04e+00  1.06e-01 -1.06e-06  1.93e-04      35  2.70e-04  5.44e-03      45
  0.00e+00  8.89e-02  5.01e+00  1.07e-01  1.31e-06  2.40e-04      35  4.74e-04  5.53e-03      45
  0.00e+00  9.03e-02  4.98e+00  1.08e-01  7.71e-06  2.97e-04      35  4.48e-04  5.64e-03      45
  0.00e+00  9.20e-02  4.94e+00  1.09e-01  1.30e-05  3.64e-04      35  4.50e-04  5.77e-03      45
  0.00e+00  9.41e-02  4.89e+00  1.11e-01  1.21e-05  4.45e-04      35  2.82e-04  5.93e-03      45
  0.00e+00  9.61e-02  4.85e+00  1.13e-01  1.14e-05  5.25e-04      35  5.56e-04  6.09e-03      45
  0.00e+00  9.86e-02  4.79e+00  1.15e-01  1.28e-05  6.20e-04      35  3.14e-04  6.27e-03      45
  0.00e+00  1.01e-01  4.74e+00  1.17e-01  1.29e-05  7.15e-04      35  3.50e-04  6.46e-03      45
  0.00e+00  1.03e-01  4.69e+00  1.19e-01  1.19e-05  8.08e-04      35  2.96e-04  6.64e-03      45
  0.00e+00  1.06e-01  4.64e+00  1.22e-01  1.32e-05  9.01e-04      35  3.61e-04  6.82e-03      45
  0.00e+00  1.08e-01  4.60e+00  1.24e-01  1.30e-05  9.94e-04      35  3.24e-04  7.00e-03      45
  0.00e+00  1.11e-01  4.55e+00  1.26e-01  1.27e-05  1.09e-03      35  3.19e-04  7.18e-03      45
  0.00e+00  1.13e-01  4.51e+00  1.28e-01  1.29e-05  1.18e-03      35  3.26e-04  7.36e-03      45
  0.00e+00  1.16e-01  4.46e+00  1.30e-01  1.16e-05  1.27e-03      35  2.82e-04  7.54e-03      45
  0.00e+00  1.18e-01  4.42e+00  1.33e-01  1.28e-05  1.36e-03      35  3.28e-04  7.71e-03      45
  0.00e+00  1.21e-01  4.38e+00  1.35e-01  1.22e-05  1.45e-03      35  3.02e-04  7.89e-03      45
  0.00e+00  1.23e-01  4.34e+00  1.37e-01  1.18e-05  1.54e-03      35  2.94e-04  8.06e-03      45
  0.00e+00  1.26e-01  4.30e+00  1.39e-01  1.20e-05  1.63e-03      35  3.00e-04  8.23e-03      45
  0.00e+00  1.28e-01  4.26e+00  1.42e-01  1.23e-05  1.72e-03      35  3.11e-04  8.40e-03      45
  0.00e+00  1.31e-01  4.22e+00  1.44e-01  1.26e-05  1.81e-03      35  3.21e-04  8.57e-03      45
  0.00e+00  1.33e-01  4.18e+00  1.46e-01  1.28e-05  1.89e-03      35  3.29e-04  8.74e-03      45
  0.00e+00  1.36e-01  4.14e+00  1.48e-01  1.13e-05  1.98e-03      35  2.86e-04  8.91e-03      45
  0.00e+00  1.38e-01  4.11e+00  1.51e-01  1.23e-05  2.07e-03      35  3.22e-04  9.08e-03      45
  0.00e+00  1.41e-01  4.07e+00  1.53e-01  1.16e-05  2.16e-03      35  2.99e-04  9.24e-03      45
  0.00e+00  1.43e-01  4.04e+00  1.55e-01  1.29e-05  2.25e-03      35  3.40e-04  9.40e-03      45
  0.00e+00  1.46e-01  4.00e+00  1.58e-01  1.20e-05  2.34e-03      35  3.14e-04  9.57e-03      45
  0.00e+00  1.49e-01  3.97e+00  1.60e-01  1.15e-05  2.42e-03      35  3.03e-04  9.73e-03      45
  0.00e+00  1.51e-01  3.94e+00  1.63e-01  1.15e-05  2.51e-03      35  3.06e-04  9.89e-03      45
  0.00e+00  1.54e-01  3.91e+00  1.65e-01  1.18e-05  2.60e-03      35  3.15e-04  1.00e-02      45
  0.00e+00  1.56e-01  3.87e+00  1.67e-01  1.20e-05  2.69e-03      35  3.22e-04  1.02e-02      45
  0.00e+00  1.59e-01  3.84e+00  1.70e-01  1.21e-05  2.78e-03      35  3.28e-04  1.04e-02      45
  0.00e+00  1.61e-01  3.81e+00  1.72e-01  1.22e-05  2.87e-03      35  3.33e-04  1.05e-02      45
  0.00e+00  1.64e-01  3.78e+00  1.75e-01  1.23e-05  2.96e-03      35  3.39e-04  1.07e-02      45
  0.00e+00  1.67e-01  3.76e+00  1.77e-01  1.24e-05  3.04e-03      35  3.44e-04  1.08e-02      45
  0.00e+00  1.69e-01  3.73e+00  1.79e-01  1.25e-05  3.13e-03      35  3.49e-04  1.10e-02      45
  0.00e+00  1.72e-01  3.70e+00  1.82e-01  1.26e-05  3.22e-03      35  3.54e-04  1.11e-02      45
  0.00e+00  1.74e-01  3.67e+00  1.84e-01  1.27e-05  3.31e-03      35  3.60e-04  1.13e-02      45
  0.00e+00  1.77e-01  3.64e+00  1.87e-01  1.28e-05  3.40e-03      35  3.65e-04  1.14e-02      45
  0.00e+00  1.80e-01  3.62e+00  1.89e-01  1.29e-05  3.49e-03      35  3.70e-04  1.16e-02      45
  0.00e+00  1.82e-01  3.59e+00  1.92e-01  1.30e-05  3.58e-03      35  3.74e-04  1.17e-02      45
  0.00e+00  1.85e-01  3.57e+00  1.94e-01  1.31e-05  3.67e-03      35  3.79e-04  1.19e-02      45
  0.00e+00  1.87e-01  3.54e+00  1.97e-01  1.32e-05  3.76e-03      35  3.84e-04  1.20e-02      45
  0.00e+00  1.90e-01  3.51e+00  1.99e-01  1.33e-05  3.85e-03      35  3.88e-04  1.21e-02      45
  0.00e+00  1.93e-01  3.49e+00  2.02e-01  1.33e-05  3.94e-03      35  3.93e-04  1.23e-02      45
  0.00e+00  1.95e-01  3.47e+00  2.04e-01  1.34e-05  4.04e-03      35  3.97e-04  1.24e-02      45
  0.00e+00  1.98e-01  3.44e+00  2.07e-01  1.19e-05  4.13e-03      35  3.52e-04  1.26e-02      45
  0.00e+00  2.00e-01  3.42e+00  2.09e-01  1.21e-05  4.20e-03      35  3.56e-04  1.27e-02      45
  0.00e+00  2.02e-01  3.40e+00  2.11e-01  1.29e-05  4.28e-03      35  3.80e-04  1.28e-02      45
  0.00e+00  2.05e-01  3.38e+00  2.13e-01  1.34e-05  4.36e-03      35  3.96e-04  1.29e-02      45

=========================================================================================================================

