model name:Plate_with_square_hole_Example
No. of elements:                      453
No. of Degrees of freedom:            996
  6.92e-06  2.20e-03 -1.92e-02  0.00e+00  3.55e-05  3.55e-05
  8.55e-06  2.28e-03 -1.92e-02  0.00e+00  3.87e-05  3.87e-05
  1.02e-05  2.36e-03 -1.93e-02  0.00e+00  4.19e-05  4.19e-05
  1.19e-05  2.45e-03 -1.93e-02  0.00e+00  4.57e-05  4.57e-05
  1.39e-05  2.57e-03 -1.94e-02  0.00e+00  5.02e-05  5.02e-05
  1.58e-05  2.70e-03 -1.95e-02  0.00e+00  5.55e-05  5.55e-05
  1.87e-05  2.87e-03 -1.96e-02  0.00e+00  6.24e-05  6.24e-05
  1.98e-05  2.95e-03 -1.97e-02  0.00e+00  6.58e-05  6.58e-05
  2.04e-05  3.03e-03 -1.97e-02  0.00e+00  6.88e-05  6.88e-05
  1.43e-07  3.12e-03 -1.98e-02  0.00e+00  7.17e-05  7.17e-05
  2.06e-07  3.20e-03 -1.98e-02  0.00e+00  7.42e-05  7.42e-05
  2.52e-07  3.28e-03 -1.98e-02  0.00e+00  7.66e-05  7.66e-05
  3.53e-07  3.38e-03 -1.99e-02  0.00e+00  7.93e-05  7.93e-05
  5.01e-07  3.50e-03 -1.99e-02  0.00e+00  8.27e-05  8.27e-05
  6.87e-07  3.64e-03 -2.00e-02  0.00e+00  8.71e-05  8.71e-05
  8.55e-07  3.79e-03 -2.00e-02  0.00e+00  9.15e-05  9.14e-05
  1.10e-06  3.96e-03 -2.01e-02  0.00e+00  9.67e-05  9.67e-05
  1.43e-06  4.17e-03 -2.02e-02  0.00e+00  1.03e-04  1.03e-04
  1.82e-06  4.41e-03 -2.03e-02  0.00e+00  1.11e-04  1.11e-04
  5.50e-07  4.71e-03 -2.04e-02  0.00e+00  1.20e-04  1.20e-04
  1.08e-06  5.07e-03 -2.05e-02  0.00e+00  1.31e-04  1.31e-04
  1.76e-06  5.49e-03 -2.06e-02  0.00e+00  1.45e-04  1.45e-04
  2.67e-06  6.01e-03 -2.08e-02  0.00e+00  1.65e-04  1.65e-04
  3.56e-06  6.52e-03 -2.09e-02  0.00e+00  1.86e-04  1.86e-04
  4.28e-06  7.03e-03 -2.11e-02  0.00e+00  2.06e-04  2.06e-04
  5.14e-06  7.54e-03 -2.12e-02  0.00e+00  2.25e-04  2.25e-04
  5.98e-06  8.06e-03 -2.14e-02  0.00e+00  2.45e-04  2.45e-04
  6.69e-06  8.57e-03 -2.15e-02  0.00e+00  2.64e-04  2.64e-04
  7.27e-06  9.08e-03 -2.16e-02  0.00e+00  2.83e-04  2.83e-04
  5.09e-07  9.60e-03 -2.17e-02  0.00e+00  3.02e-04  3.02e-04
  9.13e-07  1.01e-02 -2.18e-02  0.00e+00  3.21e-04  3.21e-04
  1.44e-06  1.07e-02 -2.20e-02  0.00e+00  3.43e-04  3.43e-04
  1.88e-06  1.13e-02 -2.21e-02  0.00e+00  3.65e-04  3.65e-04
  2.30e-06  1.20e-02 -2.22e-02  0.00e+00  3.87e-04  3.87e-04
  2.71e-06  1.26e-02 -2.23e-02  0.00e+00  4.09e-04  4.09e-04
  3.10e-06  1.32e-02 -2.25e-02  0.00e+00  4.31e-04  4.31e-04
  3.57e-06  1.39e-02 -2.26e-02  0.00e+00  4.57e-04  4.57e-04
  4.01e-06  1.47e-02 -2.27e-02  0.00e+00  4.83e-04  4.83e-04
  4.42e-06  1.54e-02 -2.28e-02  0.00e+00  5.09e-04  5.09e-04
  3.97e-07  1.61e-02 -2.30e-02  0.00e+00  5.34e-04  5.34e-04
  8.34e-07  1.70e-02 -2.31e-02  0.00e+00  5.65e-04  5.65e-04
  1.21e-06  1.79e-02 -2.32e-02  0.00e+00  5.95e-04  5.95e-04
  1.56e-06  1.88e-02 -2.34e-02  0.00e+00  6.26e-04  6.26e-04
  1.86e-06  1.97e-02 -2.35e-02  0.00e+00  6.56e-04  6.56e-04
  2.13e-06  2.06e-02 -2.36e-02  0.00e+00  6.86e-04  6.86e-04
  2.36e-06  2.15e-02 -2.38e-02  0.00e+00  7.16e-04  7.16e-04
  2.59e-06  2.23e-02 -2.39e-02  0.00e+00  7.46e-04  7.45e-04
  2.80e-06  2.32e-02 -2.40e-02  0.00e+00  7.75e-04  7.75e-04
  2.87e-06  2.43e-02 -2.42e-02  0.00e+00  8.11e-04  8.11e-04
  1.48e-07  2.54e-02 -2.43e-02  0.00e+00  8.46e-04  8.46e-04
  3.36e-07  2.64e-02 -2.45e-02  0.00e+00  8.81e-04  8.81e-04
  5.62e-07  2.77e-02 -2.47e-02  0.00e+00  9.24e-04  9.24e-04
  7.22e-07  2.90e-02 -2.48e-02  0.00e+00  9.66e-04  9.66e-04
  8.77e-07  3.02e-02 -2.51e-02  0.00e+00  1.01e-03  1.01e-03
  1.02e-06  3.15e-02 -2.53e-02  0.00e+00  1.05e-03  1.05e-03
  1.15e-06  3.28e-02 -2.55e-02  0.00e+00  1.09e-03  1.09e-03
  1.22e-06  3.43e-02 -2.57e-02  0.00e+00  1.14e-03  1.14e-03
  1.28e-06  3.58e-02 -2.60e-02  0.00e+00  1.19e-03  1.19e-03
  1.18e-06  3.74e-02 -2.63e-02  0.00e+00  1.24e-03  1.24e-03
  1.05e-07  3.89e-02 -2.65e-02  0.00e+00  1.29e-03  1.29e-03
  2.15e-07  4.04e-02 -2.68e-02  0.00e+00  1.34e-03  1.34e-03
  2.46e-07  4.23e-02 -2.72e-02  0.00e+00  1.40e-03  1.40e-03
  2.58e-07  4.41e-02 -2.75e-02  0.00e+00  1.46e-03  1.46e-03
  2.80e-07  4.59e-02 -2.78e-02  0.00e+00  1.52e-03  1.52e-03
  2.58e-07  4.78e-02 -2.82e-02  0.00e+00  1.58e-03  1.58e-03
  2.72e-07  4.96e-02 -2.85e-02  0.00e+00  1.64e-03  1.64e-03
  1.92e-07  5.18e-02 -2.89e-02  0.00e+00  1.71e-03  1.71e-03
  1.37e-07  5.40e-02 -2.92e-02  0.00e+00  1.78e-03  1.78e-03
  4.56e-08  5.62e-02 -2.96e-02  0.00e+00  1.85e-03  1.85e-03
 -9.00e-08  5.84e-02 -3.00e-02  0.00e+00  1.92e-03  1.92e-03
 -1.81e-07  6.06e-02 -3.03e-02  0.00e+00  2.00e-03  2.00e-03
 -2.76e-07  6.28e-02 -3.06e-02  0.00e+00  2.07e-03  2.07e-03
 -3.82e-07  6.50e-02 -3.10e-02  0.00e+00  2.15e-03  2.15e-03
 -5.00e-07  6.72e-02 -3.13e-02  0.00e+00  2.23e-03  2.23e-03
 -7.12e-07  6.94e-02 -3.16e-02  0.00e+00  2.30e-03  2.30e-03
 -7.85e-07  7.16e-02 -3.19e-02  0.00e+00  2.38e-03  2.38e-03
 -7.93e-07  7.38e-02 -3.22e-02  0.00e+00  2.45e-03  2.45e-03
 -8.95e-07  7.64e-02 -3.26e-02  0.00e+00  2.54e-03  2.54e-03
 -1.03e-06  7.91e-02 -3.29e-02  0.00e+00  2.64e-03  2.64e-03
 -1.28e-07  8.17e-02 -3.33e-02  0.00e+00  2.73e-03  2.73e-03
 -2.82e-07  8.43e-02 -3.36e-02  0.00e+00  2.82e-03  2.82e-03
 -4.22e-07  8.70e-02 -3.39e-02  0.00e+00  2.91e-03  2.91e-03
 -5.60e-07  8.96e-02 -3.43e-02  0.00e+00  3.00e-03  3.00e-03
 -6.98e-07  9.23e-02 -3.46e-02  0.00e+00  3.09e-03  3.09e-03
 -8.39e-07  9.49e-02 -3.49e-02  0.00e+00  3.18e-03  3.18e-03
 -9.83e-07  9.75e-02 -3.52e-02  0.00e+00  3.27e-03  3.27e-03
 -1.14e-06  1.00e-01 -3.55e-02  0.00e+00  3.37e-03  3.37e-03
 -1.29e-06  1.03e-01 -3.58e-02  0.00e+00  3.46e-03  3.46e-03
 -1.43e-06  1.05e-01 -3.61e-02  0.00e+00  3.55e-03  3.55e-03
 -1.42e-07  1.08e-01 -3.64e-02  0.00e+00  3.64e-03  3.64e-03
 -2.55e-07  1.11e-01 -3.67e-02  0.00e+00  3.73e-03  3.73e-03
 -3.53e-07  1.13e-01 -3.70e-02  0.00e+00  3.82e-03  3.82e-03
 -4.44e-07  1.16e-01 -3.73e-02  0.00e+00  3.91e-03  3.91e-03
 -5.33e-07  1.19e-01 -3.75e-02  0.00e+00  4.01e-03  4.01e-03
 -6.21e-07  1.21e-01 -3.78e-02  0.00e+00  4.10e-03  4.10e-03
 -7.09e-07  1.24e-01 -3.81e-02  0.00e+00  4.19e-03  4.19e-03
 -7.94e-07  1.27e-01 -3.84e-02  0.00e+00  4.28e-03  4.28e-03
 -8.51e-07  1.29e-01 -3.87e-02  0.00e+00  4.37e-03  4.37e-03
 -9.12e-07  1.32e-01 -3.90e-02  0.00e+00  4.48e-03  4.48e-03
 -4.94e-08  1.36e-01 -3.93e-02  0.00e+00  4.59e-03  4.59e-03
 -9.74e-08  1.39e-01 -3.96e-02  0.00e+00  4.70e-03  4.70e-03
 -1.23e-07  1.42e-01 -3.99e-02  0.00e+00  4.81e-03  4.81e-03
 -1.74e-07  1.45e-01 -4.02e-02  0.00e+00  4.92e-03  4.92e-03
 -2.12e-07  1.48e-01 -4.05e-02  0.00e+00  5.03e-03  5.03e-03
 -2.49e-07  1.51e-01 -4.09e-02  0.00e+00  5.14e-03  5.14e-03
 -2.72e-07  1.54e-01 -4.12e-02  0.00e+00  5.25e-03  5.25e-03
 -3.27e-07  1.58e-01 -4.14e-02  0.00e+00  5.36e-03  5.36e-03
 -3.25e-07  1.61e-01 -4.17e-02  0.00e+00  5.47e-03  5.47e-03
 -3.31e-07  1.64e-01 -4.19e-02  0.00e+00  5.58e-03  5.58e-03
 -1.16e-07  1.67e-01 -4.22e-02  0.00e+00  5.69e-03  5.69e-03
 -1.43e-07  1.70e-01 -4.24e-02  0.00e+00  5.80e-03  5.80e-03
 -1.37e-07  1.73e-01 -4.27e-02  0.00e+00  5.91e-03  5.91e-03
 -1.29e-07  1.77e-01 -4.29e-02  0.00e+00  6.02e-03  6.02e-03
 -1.08e-07  1.80e-01 -4.32e-02  0.00e+00  6.13e-03  6.13e-03
 -1.18e-07  1.84e-01 -4.35e-02  0.00e+00  6.26e-03  6.26e-03
 -1.14e-07  1.87e-01 -4.38e-02  0.00e+00  6.39e-03  6.39e-03
 -1.57e-07  1.91e-01 -4.41e-02  0.00e+00  6.52e-03  6.52e-03
 -2.93e-07  1.95e-01 -4.44e-02  0.00e+00  6.65e-03  6.65e-03
 -3.49e-07  1.99e-01 -4.47e-02  0.00e+00  6.78e-03  6.78e-03
  9.20e-09  2.03e-01 -4.50e-02  0.00e+00  6.92e-03  6.91e-03
  2.65e-08  2.06e-01 -4.52e-02  0.00e+00  7.05e-03  7.05e-03
  4.67e-08  2.10e-01 -4.55e-02  0.00e+00  7.18e-03  7.18e-03
  6.10e-08  2.14e-01 -4.58e-02  0.00e+00  7.31e-03  7.31e-03
  5.54e-08  2.18e-01 -4.61e-02  0.00e+00  7.44e-03  7.44e-03
  3.91e-08  2.22e-01 -4.64e-02  0.00e+00  7.57e-03  7.57e-03
  3.16e-08  2.25e-01 -4.66e-02  0.00e+00  7.70e-03  7.70e-03
  1.95e-08  2.29e-01 -4.69e-02  0.00e+00  7.83e-03  7.83e-03
  5.77e-09  2.33e-01 -4.72e-02  0.00e+00  7.96e-03  7.96e-03
 -1.59e-08  2.37e-01 -4.75e-02  0.00e+00  8.09e-03  8.09e-03
  4.48e-09  2.40e-01 -4.77e-02  0.00e+00  8.23e-03  8.22e-03
  8.57e-09  2.44e-01 -4.80e-02  0.00e+00  8.36e-03  8.36e-03
  4.15e-09  2.48e-01 -4.83e-02  0.00e+00  8.49e-03  8.49e-03
  4.87e-09  2.52e-01 -4.86e-02  0.00e+00  8.62e-03  8.62e-03
  1.02e-08  2.56e-01 -4.88e-02  0.00e+00  8.75e-03  8.75e-03
  1.78e-08  2.59e-01 -4.91e-02  0.00e+00  8.88e-03  8.88e-03
  2.02e-08  2.63e-01 -4.93e-02  0.00e+00  9.01e-03  9.01e-03
  3.00e-08  2.67e-01 -4.96e-02  0.00e+00  9.14e-03  9.14e-03
  3.67e-08  2.71e-01 -4.98e-02  0.00e+00  9.27e-03  9.27e-03
  4.23e-08  2.75e-01 -5.00e-02  0.00e+00  9.40e-03  9.40e-03

=========================================================================================================================

